dependency, id_estado_obra, num, municipio, categoria, obra, empresa, numero_contrato, monto_contrato, inicio_obra_segun_contrato, termino_obra_segun_contrato, fecha_pago_anticipo, monto_anticipo, fecha_convenio_ampliacion_obra, convenio_ampliacion_economico, monto_contrato_final, total_pagado, anticipo_pendiente_amortizar, avance_financiero, avance_fisico_verificado_por_la_contraloria, entregada_al_beneficiario, fecha_de_verificacion_contraloria, estatus_verificado_por_la_contraloria,,,,,
4,1,5,Mina,Construcción,"Instalación, montaje y colocación de  17 km. de redes existentes de distribución y acometidas eléctricas en media tensión de 34.5 KV en operación, infraestructura perteneciente al Sistema Mina. ","ROJO CONSTRUCCIONES E INGENIERÍA, S.A. DE C.V.",SADM-RP-07-2018-C,"$15,048,336.83",17-Dec-18,14-Jun-19,En Trámite,Sin Información,Sin convenio,$0.00,"$15,048,336.83",$0.00,$0.00,0%,15%,No Entregada,9-Apr-19,"Se tiene instalado 38 pzas de postes de concreto, 6 retenidas instalados del pozo 7 al 16 y se realizó el retiro de 1710 ml de línea eléctrica existente. No hubo mucho avance ni se encontró gente trabajando porque no ha llegado el suministro del cable."
4,2,1,Apodaca,Construcción,"Instalación de 1,927 ml de tubería de 16"" de diámetro, colector Cerritos de Agua Fría-Valle Azul. (SADM)","Desarrollos Industriales Mapex, S.A. DE C.V.",SADM-APAUR-17-2018-C                                      ,"$6,298,875.43",4-Sep-18,13-Dec-18,3-Sep-18,"$1,889,662.63",12-Sep-18,$0.00,"$6,298,875.43","$3,987,586.23","$987,069.97",63%,75%,No Entregada,8-Apr-19,"Se lleva alrededor de 1,458.30 ml. de tubería suministrada e instalada, se evocan en el relleno de las mismas, 25 pozos de visitas suministrados e instalados y 4 pozos más en proceso, carece de señales viales, siendo que en el catálogo del contratista se cotizo $121,062.64 del concepto."
4,2,2,Apodaca,Construcción,"Construcción de 448 metros de línea de alimentador tanque Santa Rosa I, con tubería de PVC C-900 de 18""Ø Norma AWWA C-900 vigente.","RGC Ingeniería, S.A.  de C.V.",SADM-APAUR-09-2018-I                                      ,"$3,147,330.03",31-Jul-18,18-Dec-18,30-Jul-18,"$944,199.01",8-Aug-18,$0.00,"$3,147,330.03","$944,199.02","$944,199.02",30%,35%,No Entregada,5-Apr-19,"Se tiene hasta el momento de la visita 184 metros de tubería instalada, 172 metros de relleno de tubería y alrededor de 367.50 metros de excavación del trazo de tubería, teniendo hasta el momento de la visita un 35% de Avance Físico."
4,2,3,Apodaca,Construcción,"Construcción de línea de drenaje sanitario con 1,320 m.l. de tubería de policloruro de vinilo (P.V.C.) pared sólida serie 20 según norma NMX-E-215/1-SCFI-2003 de 12”Ø. ","BUFETTE DE OBRAS SERVICIOS Y SUMINISTROS, S.A. DE C.V.",SADM-APAUR-24-2018-C,"$2,991,241.40",14-Jan-19,29-Mar-19,En Trámite,Sin Información,Sin convenio,$0.00,"$2,991,241.40",$0.00,$0.00,0%,61%,No Entregada,5-Apr-19,"Se encontró personal trabajando en compactación de base cementada y sub base, actualmente se tienen 900 ml de tubería instalada y la ejecución de 6 pozos. Se observó que el dado de concreto para protección de tubería se realiza a tiro libre sin cimbra."
4,2,4,Dr. Arroyo,Perforación,"Reposición de pozo colapsado en sistema de pozo El Desierto, incluye exploración, perforación, aforo de pozo profundo, equipamiento de pozo con capacidad de 60 LPS, líneas de conducción de agua potable y entrada al tanque.","Consorcio Industrializado Del Bajo Bravo, S.A. de C.V.",SADM-APAUR-18-2018-C                  ,"$12,768,377.42",20-Aug-18,27-Nov-18,19-Sep-18,"$3,830,513.23",Sin convenio,$0.00,"$12,768,377.42","$2,819,015.91","$3,388,074.49",22%,75%,No Entregada,2-Apr-19,"Se terminó con la perforación del pozo profundo con una profundidad de 370 mts, obteniendo el aforo requerido, por lo que se realizó el cambio de diámetros de Perforación, se tienen perforados 172 mts, faltando solo 28 mts. para finalizar con línea de operación de 24""Ø, se tiene una perforación de 30.0 mts. de ademe de 30""Ø."
4,2,5,Dr. Arroyo,Construcción,"Integración del sistema de pozos El Desierto mediante la construcción de tanque de almacenamiento de 300 M³ y cárcamo seco con 3 bombas de 40 LPS, para suministro en cabecera municipal y comunidades rurales.","Innovacero, S.A. de C.V.",SADM-APAUR-19-2018-C                ,"$10,246,072.08",20-Aug-18,27-Nov-18,5-Oct-18,"$3,073,821.62",Sin convenio,$0.00,"$10,246,072.08","$3,073,821.60","$3,073,821.60",30%,20%,No Entregada,2-Apr-19,Se está trabajando en la preparación de la cimbra para el colado de los muros del cárcamo.
4,2,6,Dr. Arroyo,Construcción,"Construcción de tanque superficial de concreto reforzado de 1,000 m³ (la calera) y construcción de 750 m.l. de línea de conducción de agua potable con tubería de PVC RD-18 de 8"" de diámetro norma AWWA C-900 vigente y  50 m.l. de tubería de acero ced.40 de 8”Ø. ","Construcciones Gv De Monterrey, S.A. de C.V.",SADM-APARURAL-01-2018-C                  ,"$8,990,143.50",23-May-18,9-Dec-18,22-May-18,"$2,697,043.05",28-May-18,$0.00,"$8,990,143.50","$4,321,984.32","$1,998,672.10",48%,75%,No Entregada,2-Apr-19,"Se aprecia un avance general aprox. del 75%,  se terminó el colado de muros, se está trabajando en la instalación de la cimbra para el colado de la losa del techo del tanque, la construcción de la Línea de llegada de agua potable, se encuentra totalmente  terminada, faltando solamente la línea de salida."
4,2,7,Escobedo,Rehabilitación,Reubicación de línea de bombeo de agua potable de 48” Ø de agua Santa Rosa II a tanque Nueva Castilla III tramo 2.,"Servicios Comerciales de Mexico, S.A. DE C.V.",SADM-RP-12-2018-AD,"$2,445,301.39",17-Dec-18,10-Jan-19,En Trámite,Sin Información,Sin convenio,$0.00,"$2,445,301.39",$0.00,$0.00,0%,30%,No Entregada,9-Apr-19,"Al realizar la inspección física de la obra, no se cuenta con programa y/o catálogo con el cual se pudiese saber las dimensiones de la obra, de las cuales se le insistió constantemente al personal de agua y drenaje la documentación pertinente, el Supervisor de la obra nos comenta que se tiene la tubería construida, faltando solamente la instalación de la misma."
4,2,8,Escobedo,Rehabilitación,"A) Reubicación de tubería de drenaje sanitario de 12"" Ø.     
 B) Reubicación de tubería de 6"" Ø de agua potable,  
C) Reubicación de tubería de 6"" Ø de agua potable.
","Constructora REVIU, S.A. DE C.V.",SADM-RP-11-2018-AD,"$2,371,963.79",17-Dec-18,10-Jan-19,En Trámite,Sin Información,Sin convenio,$0.00,"$2,371,963.79",$0.00,$0.00,0%,50%,No Entregada,9-Apr-19,"Al realizar la inspección física de la obra, no se cuenta con programa y/o catálogo con el cual se pudiese saber las dimensiones de la obra. De las cuales se le insistió constantemente al personal de agua y drenaje la documentación pertinente. Siendo que el Supervisor de la obra nos comenta que la obra ""A"" está terminada, y las obras ""B"" y ""C"" están en proceso."
4,2,9,Escobedo,Rehabilitación,"A) Reubicación de tubería de 18” Ø de agua potable alimentador Tanque Nueva Castilla III. 
B) Reubicación de tubería de 14” Ø de agua tratada alimentador de agua tratada PTAR Norte a Zona Industrial Carretera Laredo.
","Execución de México, S.A. DE C.V.",SADM-RP-13-2018-AD,"$1,398,677.55",17-Dec-18,10-Jan-19,En Trámite,Sin Información,Sin convenio,$0.00,"$1,398,677.55",$0.00,$0.00,0%,1%,No Entregada,9-Apr-19,"Al realizar la inspección física de la obra, no se cuenta con programa y/o catálogo con el cual se pudiese saber las dimensiones de la obra, de las cuales se le insistió constantemente al personal de agua y drenaje la documentación pertinente, el Supervisor de la obra nos comenta que solo se tiene el trazo de la obra."
4,2,10,Galeana,Ampliación ,"A) Ampliación de Red de Agua Potable con 535 mts. Con una tubería PVC-C900 RD-25 DE 4"" Ø, 30 mts. y una toma domiciliaria.  B) Ampliación de 423 mts. De Drenaje Sanitario en Diam. de 0.20 m (8"" Ø), Con una tubería PVC pared solida serie 20 según Norma NMX-E-215/1-CNCP, incluye una descarga domiciliaria.","Maquinaria Hdl y Servicios Inmobiliarios, S de RL. de C.V.",SADM-RP-06-2018-I,"$1,415,452.27",1-Oct-18,29-Nov-18,Sin Información,"$424,635.68",Sin convenio,$0.00,"$1,415,452.27","$1,089,121.63","$139,855.98",77%,98%,No Entregada,2-Apr-19,"La red de Agua Potable se encuentra totalmente terminada, la red de drenaje tiene un avance aproximado del 98 %, falta solamente el relleno y compactado de algunos tramos de zanja. (La planta de tratamiento no está en condiciones de operar.)"
4,2,11,Gral. Bravo,Construcción,"a) Introducción de red de drenaje sanitario con 521 metros de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 22 descargas domiciliarias.   b ) Introducción de red de drenaje sanitario con 291 metros de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 9 descargas domiciliarias.  c) Introducción de red de drenaje sanitario con 1,069 metros de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 37 descargas domiciliarias.","ADK Construcciones, S.A. de C.V.",SADM-APAUR-20-2018-I                                      ,"$4,746,162.61",20-Aug-18,27-Nov-18,8-Oct-18,"$1,423,848.48",Sin convenio,$0.00,"$4,746,162.61","$2,072,000.68","$1,144,527.40",44%,92%,No Entregada,10-Apr-19,"Obra a) se tiene 521 ml. de tubería instalada, 11 pozos de visita y 23 descargas domiciliarias, cuenta con 137.20 ml. de carpeta asfáltica, Obra b) se tiene trabajando 291 ml. de tubería instalada, 4 pozos de visita y 12 descargas y Obra c) se tiene 1043.50 ml. de tubería instalada, 16 pozos de visita (se prevé 3 más debido a aditivas), y 25 descargas domiciliarias instaladas."
4,2,12,Iturbide,Construcción,"a) Construcción de red de agua potable con 268 metros de tubería de PVC-C900 RD-25 de 4"" Ø y 13 tomas domiciliarias. b) Construcción de red de agua potable con 97 metros de tubería de PVC-C900 RD-25 de 4"" Ø y 15 tomas domiciliarias.  c) Introducción de 112 metros de red de drenaje sanitario en diámetro de 0.20 m (8""), en tubería de PVC pared sólida serie 20, incluye 11 descargas domiciliarias.  d) Introducción de 131 metros de red de drenaje sanitario en diámetro de 0.20 m (8""), en tubería de PVC pared sólida serie 20, incluye 8 descargas domiciliarias.","Cadena Arquitectos Y Asociados, S.A.  de C.V.",SADM-APARURAL-03-2018-I             ,"$2,306,681.02",9-Jul-18,26-Oct-18,26-Sep-18,"$692,004.31",Sin convenio,$0.00,"$2,306,681.02","$1,208,996.15","$470,436.39",52%,90%,No Entregada,3-Apr-19,"Avances: A) Red de Agua Potable, se tiene un avance físico del 100%  Parte de la instalación se efectuó en otra ubicación, no incluida en el contrato. B).Red de Agua Potable, se tiene un avance del 100%, C). Una parte de La Red de Drenaje sanitario, se ejecutó en  otra ubicación, no incluida en el contrato,  tiene un avance del 90 %, D). Se tiene un avance aproximado del 100%.          "
4,2,13,Juárez,Construcción,"Construcción de 1,688 mts. para la segunda línea de bombeo, de E.B. Villa Juárez a PTAR Dulces Nombres, con tubería de PAD EHWM RD-17, norma NMX-E-018-CNCP vigente (36""Ø) tramos varios. ","Huajuco Construcciones, S.A.  de C.V.",SADM-APAUR-03-2018-C                                ,"$23,381,792.43",18-May-18,3-Jan-19,17-May-18,"$7,014,537.73",25-May-18,$0.00,"$23,381,792.43","$23,319,372.37",$0.04,100%,95%,No Entregada,4-Apr-19,"No se encontró personal trabajando, faltan trabajos de  relleno en el cadenamiento 0+726 y en el cadenamiento 0+880 y pruebas de tubería."
4,2,14,Juárez,Construcción,"Construcción de 342 mts. de línea de bombeo de E.B. Villa Juárez a PTAR Dulces Nombres, con  tubería de PAD EHWM RD-17, norma NMX-E-018-CNCP vigente 36""Ø., incluyendo obras complementarias para la rehabilitación en estación de bombeo de aguas negras Juárez-Dulces Nombres: obra eléctrica, obra civil, rejilla pre-tratamiento. (2 pzas.); válvula de alivio de 12"" Ø,   (3 pzas.) ","Construcciones Y Servicios CYS, S.A.  de C.V.",SADM-APAUR-01-2018-C                       ,"$21,135,100.76",18-May-18,3-Jan-19,17-May-18,"$6,340,530.23",25-May-18,$0.00,"$21,135,100.76","$17,582,591.72","$1,499,237.28",83%,92%,No Entregada,4-Apr-19,"Se encontró personal trabajando en bombeo para junteo y pruebas para rectificaciones en uniones, se terminó con los trabajos de colado de registro, a la fecha no ha llegado el suministro de bomba a la obra."
4,2,15,Juárez,Construcción,"Construcción de 603 mts. de línea de bombeo de E.B. Villa Juárez a PTAR Dulces Nombres, con tubería de PAD EHWM RD-17, norma NMX-E-018-CNCP vigente 36""Ø. ","Petheriká Urbanizaciones Y Construcciones, S.A.  de C.V.",SADM-APAUR-02-2018-C                         ,"$9,477,283.17",18-May-18,3-Jan-19,17-May-18,"$2,843,184.95",25-May-18,$0.00,"$9,477,283.17","$9,447,126.45",$0.10,100%,99%,No Entregada,4-Apr-19,"No se encontró personal trabajando, actualmente falta la colocación de carpeta en unos 91 m2 aproximadamente, no se han realizado estos trabajos debido a trabajos que realiza gas natural dentro del tramo."
4,2,16,Juárez,Construcción,"Construcción de línea de bombeo de E.B. Villa Juárez a P.T.A.R. Dulces Nombres, con tubería de polietileno de alta densidad RD-17 de 914 mm (36"") Ø de cad. 4+105 al 4+348, longitud total  243 metros. ","HUAJUCO CONSTRUCCIONES, S.A. DE C.V.",SADM-APAUR-25-2018-C,"$1,997,832.13",14-Jan-19,29-Mar-19,En Trámite,Sin Información,Sin convenio,$0.00,"$1,997,832.13",$0.00,$0.00,0%,70%,No Entregada,4-Apr-19,"Se encontró personal trabajando en colocación de tee en área de registro de válvula de aire, se tiene excavación y plantilla del cad. 4+212 al 4+348 y falta rellenos en el cad. 4+105 al 4+125."
4,2,17,Juárez,Construcción,"Construcción de línea de bombeo de E.B. Villa Juárez a P.T.A.R. Dulces Nombres, con tubería de polietileno de alta densidad RD-17 de 914 mm (36"") Ø de cad. 0+940.00 al 1+152.00, longitud total  212 metros. ","PETHERIKA URBANIZACIONES Y CONSTRUCCIONES, S.A. DE C.V.",SADM-APAUR-23-2018-C,"$1,787,460.12",14-Jan-19,29-Mar-19,En Trámite,Sin Información,Sin convenio,$0.00,"$1,787,460.12",$0.00,$0.00,0%,80%,No Entregada,4-Apr-19,"Se encontró personal trabajando en bombeo de agua: Falta colocación de carpeta en cad. 1+030  al 1+075.6 y cad. 0+940 al 0+970 observando base contaminada debido a escurrimientos de agua, se tiene colocación de carpeta en cad. 0+970 al 1+030, falta relleno en el cad. 1+075.6 al 1+030"
4,2,18,Monterrey,Construcción,"Introducción de red de agua potable de 250 mts. De tubería de policloruro de vinilo (PVC.) Con norma awwa-c900 de 4"" diam. En rd-25 y  6 tomas domiciliarias, construcción de 505 mts. De línea de conducción con tubería de acero al carbón de 3"" diam. Y equipamiento mecánico y eléctrico  de 2 estaciones de bombeo con 2 bombas para un caudal de 2 lps y 220 mts. De cdt cada una, extensión de línea eléctrica y construcción de tanque superficial de concreto con capacidad de 50 m.3","Kelvin Construcciones, S.A. de C.V.",SADM-APAUR-16-2018-C   ,"$10,084,912.58",4-Sep-18,13-Dec-18,3-Sep-18,"$3,025,473.77",12-Sep-18,$0.00,"$10,084,912.58","$7,208,533.35","$1,216,018.69",71%,92%,No Entregada,4-Apr-19,"Se observó que había gente trabajando en el Estación de Bombeo No. 3 (Cárcamo), terminaron de apuntalar la última parte del muro del Cárcamo, para recibir el concreto, llego la Bomba y 2 Trompos para vaciar el Muro del Cárcamo. Vaciaron el Firme de acceso a la Est. de Bombeo No. 2, están reforzando el piso de las bases de la tubería de 3"" diam."
